"GEO","SEX","AGE","TIME","VALUE","FLAGS","FOOTNOTES"
"UK","T","Y46","2011","951995","",""
"UK","T","Y47","2011","935255","",""
"UK","T","Y48","2011","919355","",""
"UK","T","Y49","2011","893770","",""
"UK","T","Y5","2011","744535","",""
"UK","T","Y50","2011","870025","",""
"UK","T","Y51","2011","830540","",""
"UK","T","Y52","2011","819615","",""
"UK","T","Y53","2011","802785","",""
"UK","T","Y54","2011","771490","",""
"UK","T","Y55","2011","741675","",""
"UK","T","Y56","2011","726585","",""
"UK","T","Y57","2011","729600","",""
"UK","T","Y58","2011","713260","",""
"UK","T","Y59","2011","702955","",""
"UK","T","Y6","2011","711255","",""
"UK","T","Y60","2011","707530","",""
"UK","T","Y61","2011","728620","",""
"UK","T","Y62","2011","746425","",""
"UK","T","Y63","2011","809605","",""
"UK","T","Y64","2011","815800","",""
"UK","T","Y65","2011","628070","",""
"UK","T","Y66","2011","661770","",""
"UK","T","Y67","2011","621755","",""
"UK","T","Y68","2011","589575","",""
"UK","T","Y69","2011","516315","",""
"UK","T","Y7","2011","703155","",""
"UK","T","Y70","2011","495505","",""
"UK","T","Y71","2011","513590","",""
"UK","T","Y72","2011","502575","",""
"UK","T","Y73","2011","485410","",""
"UK","T","Y74","2011","465665","",""
"UK","T","Y75","2011","442200","",""
"UK","T","Y76","2011","421695","",""
"UK","T","Y77","2011","392945","",""
"UK","T","Y78","2011","381640","",""
"UK","T","Y79","2011","367540","",""
"UK","T","Y8","2011","678395","",""
"UK","T","Y80","2011","354655","",""
"UK","T","Y81","2011","325010","",""
"UK","T","Y82","2011","298280","",""
"UK","T","Y83","2011","268880","",""
"UK","T","Y84","2011","252070","",""
"UK","T","Y85","2011","228045","",""
"UK","T","Y86","2011","202750","",""
"UK","T","Y87","2011","181790","",""
"UK","T","Y88","2011","160125","",""
"UK","T","Y89","2011","145635","",""
"UK","T","Y9","2011","679270","",""
"UK","T","Y90","2011","128845","",""
"UK","T","Y91","2011","96490","",""
"UK","T","Y92","2011","58730","",""
"UK","T","Y93","2011","44440","",""
"UK","T","Y94","2011","39920","",""
"UK","T","Y95","2011","30890","",""
"UK","T","Y96","2011","24665","",""
"UK","T","Y97","2011","17485","",""
"UK","T","Y98","2011","12075","",""
"UK","T","Y99","2011","7840","",""
"UK","T","Y_GE100","2011","12270","",""
"UK","T","Y_LT1","2011","795495","",""
